10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001
10001,10003,10001,20016,10009,10009,10001,10009,10009,10009,10009,10009,10009,10005,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10009,10005,10009,10009,10009,10009,10001
10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001
10001,20017,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10001,20016,10001,10009,10009,10009,10001,10009,10009,10009,10009,20016,10001,10009,10001,10009,10009,20016,10001
10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001
10001,10009,10001,10009,10009,10009,10001,10009,10001,10009,10001,10009,10009,10009,10009,10009,10001,10009,10001,20022,10001,10009,10009,10009,10009,10009,10001,10009,10001,20022,10001
10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001
10001,10009,10009,10009,10009,10009,10009,20022,10001,10009,10001,10009,10001,10009,10009,10009,10009,10009,10001,10005,10009,10009,10001,20016,10009,10009,10001,10009,10001,10009,10001
10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001
10001,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001,10009,10009,10009,10001
10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001
10001,10005,10009,10009,10009,10009,10009,20016,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001
10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001
10001,10009,10001,10009,10009,10009,10001,20022,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10001,10009,10001,10005,10009,10009,10001,10009,10001,10009,10009,10009,10001
10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001
10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10001,10009,10009,10005,10001,10009,10001,10009,10001,10009,10009,10009,10009,10009,10009,10009,10001,10009,10001
10001,10009,10001,10001,10001,10001,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10001,10001
10001,10009,10009,20022,10001,10009,10009,10009,10009,10005,10001,10009,10001,10009,10001,10009,10009,10009,10009,10009,10009,10009,10009,10009,10009,20016,10001,10009,10009,10009,10001
10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001
10001,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10001,20020,10009,10009,10001,10009,10009,10009,10001,10009,10001,20022,10009,10009,10001,10009,10001
10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001,10009,10001,10009,10001
10001,10009,10001,10009,10009,20016,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001,10009,10001,10009,10001,10009,10009,10009,10001
10001,10009,10001,10009,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001,10001,10001,10009,10001
10001,10009,10001,20022,10001,10009,10001,10009,10009,20018,10001,10009,10001,10009,10009,10009,10001,10009,10001,20016,10009,10009,10009,10005,10009,10009,10001,10009,10009,20022,10001
10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10001,10001,10001,10001,10009,10001,10001,10001
10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10001,10009,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10001,10009,10001,10009,10009,10009,10001
10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001
10001,20019,10001,10009,10009,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001,10009,10001,20016,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001
10001,10009,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001
10001,10009,10009,10009,10009,10009,10001,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10009,20022,10001,10009,10009,10007,10001
10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
